package,description,url,authors,category,msc,verified
Arith_Prog_Rel_Primes,This article provides a formalization of the solution obtained by the author of the Problem âARITHMETIC PROGRESSIONSâ from the Putnam exam problems of 2002. The statement of the problem is as follows: For which integers n > 1 does the set of positive integers less than and relatively prime to n constitute an arithmetic progression?,https://www.isa-afp.org/entries/Arith_Prog_Rel_Primes.html,JosÃ© Manuel RodrÃ­guez Caballero,Mathematics/Number theory,11-xx,False
Pell,"This article gives the basic theory of Pell's equation x2 = 1 + D y2, where D ∈ ℕ is a parameter and x, y are integer variables. The main result that is proven is the following: If D is not a perfect square, then there exists a fundamental solution (x0, y0) that is not the trivial solution (1, 0) and which generates all other solutions (x, y) in the sense that there exists some n ∈ ℕ such that |x| + |y| √D = (x0 + y0 √D)n. This also implies that the set of solutions is infinite, and it gives us an explicit and executable characterisation of all the solutions. Based on this, simple executable algorithms for computing the fundamental solution and the infinite sequence of all non-negative solutions are also provided.",https://www.isa-afp.org/entries/Pell.html,Manuel Eberl,Mathematics/Number theory,11-xx,False
Minkowskis_Theorem,"Minkowski's theorem relates a subset of ℝn, the Lebesgue measure, and the integer lattice ℤn: It states that any convex subset of ℝn with volume greater than 2n contains at least one lattice point from ℤn\{0}, i. e. a non-zero point with integer coefficients. A related theorem which directly implies this is Blichfeldt's theorem, which states that any subset of ℝn with a volume greater than 1 contains two different points whose difference vector has integer components. The entry contains a proof of both theorems.",https://www.isa-afp.org/entries/Minkowskis_Theorem.html,Manuel Eberl,Mathematics/Geometry,51-xx,False
Pi_Transcendental,"This entry shows the transcendence of π based on the classic proof using the fundamental theorem of symmetric polynomials first given by von Lindemann in 1882, but the formalisation mostly follows the version by Niven. The proof reuses much of the machinery developed in the AFP entry on the transcendence of e.",https://www.isa-afp.org/entries/Pi_Transcendental.html,Manuel Eberl,Mathematics/Number theory,11J81,True
Hermite_Lindemann,"This article provides a formalisation of the Hermite-Lindemann-WeierstraÃ Theorem (also known as simply Hermite-Lindemann or Lindemann-WeierstraÃ). This theorem is one of the crowning achievements of 19th century number theory. The theorem states that if $\alpha_1, \ldots, \alpha_n\in\mathbb{C}$ are algebraic numbers that are linearly independent over $\mathbb{Z}$, then $e^{\alpha_1},\ldots,e^{\alpha_n}$ are algebraically independent over $\mathbb{Q}$. Like the previous formalisation in Coq by Bernard, I proceeded by formalising Baker's version of the theorem and proof and then deriving the original one from that. Baker's version states that for any algebraic numbers $\beta_1, \ldots, \beta_n\in\mathbb{C}$ and distinct algebraic numbers $\alpha_i, \ldots, \alpha_n\in\mathbb{C}$, we have $\beta_1 e^{\alpha_1} + \ldots + \beta_n e^{\alpha_n} = 0$ if and only if all the $\beta_i$ are zero. This has a number of direct corollaries, e.g.: $e$ and $\pi$ are transcendental $e^z$, $\sin z$, $\tan z$, etc. are transcendental for algebraic $z\in\mathbb{C}\setminus\{0\}$ $\ln z$ is transcendental for algebraic $z\in\mathbb{C}\setminus\{0, 1\}$",https://www.isa-afp.org/entries/Hermite_Lindemann.html,Manuel Eberl,Mathematics/Number theory,11-xx,False
Prime_Harmonic_Series,"In this work, we prove the lower bound ln(H_n) - ln(5/3) for the partial sum of the Prime Harmonic series and, based on this, the divergence of the Prime Harmonic Series â[p prime] Â· 1/p. The proof relies on the unique squarefree decomposition of natural numbers. This is similar to Euler's original proof (which was highly informal and morally questionable). Its advantage over proofs by contradiction, like the famous one by Paul ErdÅs, is that it provides a relatively good lower bound for the partial sums.",https://www.isa-afp.org/entries/Prime_Harmonic_Series.html,Manuel Eberl,Mathematics/Number theory,11-xx,False
Fermat3_4,This document presents the mechanised proofs ofFermat's Last Theorem for exponents 3 and 4 andthe parametrisation of Pythagorean Triples.,https://www.isa-afp.org/entries/Fermat3_4.html,Roelof Oosterhuis,Mathematics/Number theory,11-xx,False
Perfect-Number-Thm,These theories present the mechanised proof of the Perfect Number Theorem.,https://www.isa-afp.org/entries/Perfect-Number-Thm.html,Mark Ijbema (ijbema /at/ fmf /dot/ nl),Mathematics/Number theory,11-xx,False
SumSquares,This document presents the mechanised proofs of the following results:any prime number of the form 4m+1 can be written as the sum of two squares;any natural number can be written as the sum of four squares,https://www.isa-afp.org/entries/SumSquares.html,Roelof Oosterhuis,Mathematics/Number theory,11-xx,False
Lehmer,"In 1927, Lehmer presented criterions for primality, based on the converse of Fermat's litte theorem. This work formalizes the second criterion from Lehmer's paper, a necessary and sufficient condition for primality. As a side product we formalize some properties of Euler's phi-function, the notion of the order of an element of a group, and the cyclicity of the multiplicative group of a finite field.",https://www.isa-afp.org/entries/Lehmer.html,Simon Wimmer and Lars Noschinski,Mathematics/Number theory,11-xx,False
Pratt_Certificate,"In 1975, Pratt introduced a proof system for certifying primes. He showed that a number p is prime iff a primality certificate for p exists. By showing a logarithmic upper bound on the length of the certificates in size of the prime number, he concluded that the decision problem for prime numbers is in NP. This work formalizes soundness and completeness of Pratt's proof system as well as an upper bound for the size of the certificate.",https://www.isa-afp.org/entries/Pratt_Certificate.html,Simon Wimmer and Lars Noschinski,Mathematics/Number theory,11-xx,False
Dirichlet_Series,"This entry is a formalisation of much of Chapters 2, 3, and 11 of Apostol's “Introduction to Analytic Number Theory”. This includes: Definitions and basic properties for several number-theoretic functions (Euler's φ, Möbius μ, Liouville's λ, the divisor function σ, von Mangoldt's Λ) Executable code for most of these functions, the most efficient implementations using the factoring algorithm by Thiemann et al. Dirichlet products and formal Dirichlet series Analytic results connecting convergent formal Dirichlet series to complex functions Euler product expansions Asymptotic estimates of number-theoretic functions including the density of squarefree integers and the average number of divisors of a natural number These results are useful as a basis for developing more number-theoretic results, such as the Prime Number Theorem.",https://www.isa-afp.org/entries/Dirichlet_Series.html,Manuel Eberl,Mathematics/Number theory,11-xx,False
Gauss_Sums,This article provides a full formalisation of Chapter 8 of Apostol's Introduction to Analytic Number Theory. Subjects that are covered are: periodic arithmetic functions and their finite Fourier series (generalised) Ramanujan sums Gauss sums and separable characters induced moduli and primitive characters the PÃ³lya—Vinogradov inequality,https://www.isa-afp.org/entries/Gauss_Sums.html,Rodrigo Raya and Manuel Eberl,Mathematics/Number theory,11-xx,False
Stern_Brocot,"The Stern-Brocot tree contains all rational numbers exactly once and in their lowest terms. We formalise the Stern-Brocot tree as a coinductive tree using recursive and iterative specifications, which we have proven equivalent, and show that it indeed contains all the numbers as stated. Following Hinze, we prove that the Stern-Brocot tree can be linearised looplessly into Stern's diatonic sequence (also known as Dijkstra's fusc function) and that it is a permutation of the Bird tree. The reasoning stays at an abstract level by appealing to the uniqueness of solutions of guarded recursive equations and lifting algebraic laws point-wise to trees and streams using applicative functors.",https://www.isa-afp.org/entries/Stern_Brocot.html,Peter Gammie and Andreas Lochbihler,Mathematics/Number theory,11-xx,False
Bertrands_Postulate,"Bertrand's postulate is an early result on the distribution of prime numbers: For every positive integer n, there exists a prime number that lies strictly between n and 2n. The proof is ported from John Harrison's formalisation in HOL Light. It proceeds by first showing that the property is true for all n greater than or equal to 600 and then showing that it also holds for all n below 600 by case distinction.",https://www.isa-afp.org/entries/Bertrands_Postulate.html,Julian Biendarra and Manuel Eberl,Mathematics/Number theory,11-xx,False
